Timestamp,Driver,Scuderia,Track_Temperature,Speed,Anno,Circuito,Giri_Totali,Lunghezza_Circuito,Posizione,Giro_in_Corso,Distanza_dal_precedente,Distanza_dal_successivo,Metri_Percorsi,Percentuale_Completamento_Giro,Tempo_Trascorso_Dal_Giro,Temperatura_Esterna,Pioggia,Tipo_Gomma
0 days 00:00:00,HAM,Mercedes,47.4,0,2023,Monaco,78,3337,5.0,1.0,0.0,0.0,0.0,0.0,00:00,25.8,0,INTERMEDIATE
0 days 00:00:00.500000,HAM,Mercedes,47.4,0,2023,Monaco,78,3337,5.0,1.0,-0.4666666666666666,0.4666666666666666,0.0,0.0,00:00,25.8,0,MEDIUM
0 days 00:00:01,HAM,Mercedes,47.4,12,2023,Monaco,78,3337,5.0,1.0,-0.5333333333333333,0.4666666666666667,0.7999999999999999,0.023973629008091097,00:00,25.8,0,MEDIUM
0 days 00:00:01.500000,HAM,Mercedes,47.4,30,2023,Monaco,78,3337,5.0,1.0,-0.655555555555555,0.3888888888888884,5.0,0.1498351813005694,00:00,25.8,0,MEDIUM
0 days 00:00:02,HAM,Mercedes,47.4,50,2023,Monaco,78,3337,5.0,1.0,-0.8666666666666636,0.06666666666666465,12.088888888888889,0.36226817167782105,00:00,25.8,0,MEDIUM
0 days 00:00:02.500000,HAM,Mercedes,47.4,67,2023,Monaco,78,3337,5.0,1.0,-0.8222222222222193,-0.24444444444444713,20.244444444444444,0.6066660007325275,00:00,25.8,0,MEDIUM
0 days 00:00:03,HAM,Mercedes,47.4,78,2023,Monaco,78,3337,5.0,1.0,-0.9330555555555549,-0.35527777777777914,28.889444444444443,0.8657310292012119,00:00,25.8,0,MEDIUM
0 days 00:00:03.500000,HAM,Mercedes,47.4,101,2023,Monaco,78,3337,5.0,1.0,-0.7775000000000034,-1.1330555555555577,44.05611111111111,1.3202310791462724,00:00,25.8,0,MEDIUM
0 days 00:00:04,HAM,Mercedes,47.4,128,2023,Monaco,78,3337,5.0,1.0,-0.5997222222222263,-1.677500000000002,62.34500000000001,1.8682948756368,00:00,25.8,0,MEDIUM
0 days 00:00:04.500000,HAM,Mercedes,47.4,144,2023,Monaco,78,3337,5.0,1.0,-0.621944444444452,-2.1441666666666634,82.83388888888888,2.4822861518995767,00:00,25.8,0,MEDIUM
0 days 00:00:05,HAM,Mercedes,47.4,164,2023,Monaco,78,3337,5.0,1.0,-0.688611111111129,-2.166388888888875,102.48944444444444,3.0713048979455935,00:00,25.8,0,MEDIUM
0 days 00:00:05.500000,HAM,Mercedes,47.4,170,2023,Monaco,78,3337,5.0,1.0,-1.4772222222222524,-0.7772222222222069,127.35999999999999,3.8166017380881025,00:00,25.8,0,MEDIUM
0 days 00:00:06,HAM,Mercedes,47.4,173,2023,Monaco,78,3337,5.0,1.0,-2.188333333333361,-0.15500000000000114,146.58222222222219,4.392634768421402,00:00,25.8,0,MEDIUM
0 days 00:00:06.500000,HAM,Mercedes,47.4,156,2023,Monaco,78,3337,5.0,1.0,0.13388888888889028,-0.655000000000058,176.11555555555557,5.277661239303433,00:00,25.8,0,MEDIUM
0 days 00:00:07,HAM,Mercedes,47.4,127,2023,Monaco,78,3337,5.0,1.0,0.04499999999995907,-0.2772222222222638,196.60444444444443,5.89165251556621,00:00,25.8,0,MEDIUM
0 days 00:00:07.500000,HAM,Mercedes,47.4,103,2023,Monaco,78,3337,5.0,1.0,0.06722222222217056,0.8561111111110904,208.71555555555554,6.254586621383145,00:00,25.8,0,MEDIUM
0 days 00:00:08,HAM,Mercedes,47.4,103,2023,Monaco,78,3337,5.0,1.0,0.600555555555502,1.1894444444444332,215.58222222222219,6.46036027036926,00:00,25.8,0,MEDIUM
0 days 00:00:08.500000,HAM,Mercedes,47.4,75,2023,Monaco,78,3337,5.0,1.0,0.06722222222219898,3.1005555555555304,233.1822222222222,6.987780108547264,00:00,25.8,0,MEDIUM
0 days 00:00:09,HAM,Mercedes,47.4,70,2023,Monaco,78,3337,5.0,1.0,-0.7883333333333553,3.900555555555542,243.3711111111111,7.293110911330869,00:00,25.8,0,MEDIUM
0 days 00:00:09.500000,HAM,Mercedes,47.4,68,2023,Monaco,78,3337,5.0,1.0,-1.8772222222222865,4.400555555555542,250.22666666666663,7.498551593247427,00:00,25.8,0,MEDIUM
0 days 00:00:10,HAM,Mercedes,47.4,78,2023,Monaco,78,3337,5.0,1.0,-3.4075000000000273,4.888333333333321,261.6733333333333,7.841574268304862,00:00,25.8,0,MEDIUM
0 days 00:00:10.500000,HAM,Mercedes,47.4,92,2023,Monaco,78,3337,5.0,1.0,-3.7963888888889414,4.277222222222235,271.5066666666666,8.13625012486265,00:00,25.8,0,MEDIUM
0 days 00:00:11,HAM,Mercedes,47.4,117,2023,Monaco,78,3337,5.0,1.0,-4.051944444444473,2.0438888888889437,289.85111111111104,8.68597875670096,00:00,25.8,0,MEDIUM
0 days 00:00:11.500000,HAM,Mercedes,47.4,137,2023,Monaco,78,3337,5.0,1.0,-4.063055555555593,-0.38944444444445026,305.9288888888889,9.167782106349682,00:00,25.8,0,MEDIUM
0 days 00:00:12,HAM,Mercedes,47.4,150,2023,Monaco,78,3337,5.0,1.0,-5.133055555555586,-2.5375000000000227,327.37055555555554,9.810325308826956,00:00,25.8,0,MEDIUM
0 days 00:00:12.500000,HAM,Mercedes,47.4,180,2023,Monaco,78,3337,5.0,1.0,-5.410833333333358,-5.515277777777783,354.25944444444445,10.616105617154464,00:00,25.8,0,MEDIUM
0 days 00:00:13,HAM,Mercedes,47.4,187,2023,Monaco,78,3337,5.0,1.0,-6.5108333333333235,-6.4930555555556,377.115,11.301018879232844,00:00,25.8,0,MEDIUM
0 days 00:00:13.500000,HAM,Mercedes,47.4,195,2023,Monaco,78,3337,5.0,1.0,-9.110833333333346,-6.293055555555554,406.8927777777778,12.193370625645123,00:00,25.8,0,MEDIUM
0 days 00:00:14,HAM,Mercedes,47.4,209,2023,Monaco,78,3337,5.0,1.0,-11.066388888888923,-6.026388888888846,434.13722222222225,13.00980588019845,00:00,25.8,0,MEDIUM
0 days 00:00:14.500000,HAM,Mercedes,47.4,221,2023,Monaco,78,3337,5.0,1.0,-13.321944444444512,-5.481944444444423,467.9705555555555,14.023690606998967,00:00,25.8,0,MEDIUM
0 days 00:00:15,HAM,Mercedes,47.4,230,2023,Monaco,78,3337,5.0,1.0,-14.633055555555643,-5.4375,493.3927777777777,14.785519262144971,00:00,25.8,0,MEDIUM
0 days 00:00:15.500000,HAM,Mercedes,47.4,238,2023,Monaco,78,3337,5.0,1.0,-16.72194444444449,-5.059722222222149,535.2816666666666,16.040805114374187,00:00,25.8,0,MEDIUM
0 days 00:00:16,HAM,Mercedes,47.4,240,2023,Monaco,78,3337,5.0,1.0,-17.655277777777883,-4.926388888888823,551.2816666666666,16.52027769453601,00:00,25.8,0,MEDIUM
0 days 00:00:16.500000,HAM,Mercedes,47.4,248,2023,Monaco,78,3337,5.0,1.0,-19.11972222222232,-4.793888888888773,589.5683333333334,17.667615622814907,00:00,25.8,0,MEDIUM
0 days 00:00:17,HAM,Mercedes,47.4,242,2023,Monaco,78,3337,5.0,1.0,-17.919722222222276,-4.438333333333276,633.2572222222221,18.976842140312318,00:00,25.8,0,MEDIUM
0 days 00:00:17.500000,HAM,Mercedes,47.4,219,2023,Monaco,78,3337,5.0,1.0,-18.275277777777887,-3.338333333333253,655.3794444444445,19.639779575799956,00:00,25.8,0,MEDIUM
0 days 00:00:18,HAM,Mercedes,47.4,197,2023,Monaco,78,3337,5.0,1.0,-18.097500000000082,-2.4938888888888187,682.0905555555555,20.44023241101455,00:00,25.8,0,MEDIUM
0 days 00:00:18.500000,HAM,Mercedes,47.4,173,2023,Monaco,78,3337,5.0,1.0,-17.307777777777915,-1.6586111111109858,708.0163888888889,21.217152798588216,00:00,25.8,0,MEDIUM
0 days 00:00:19,HAM,Mercedes,47.4,155,2023,Monaco,78,3337,5.0,1.0,-16.71888888888907,-1.2363888888887686,737.9163888888888,22.113167182765622,00:00,25.8,0,MEDIUM
0 days 00:00:19.500000,HAM,Mercedes,47.4,148,2023,Monaco,78,3337,5.0,1.0,-16.252222222222372,-1.5919444444444935,754.5386111111112,22.61128591882263,00:00,25.8,0,MEDIUM
0 days 00:00:20,HAM,Mercedes,47.4,140,2023,Monaco,78,3337,5.0,1.0,-16.207777777777892,-1.5475000000001273,768.6719444444445,23.034820031298906,00:00,25.8,0,MEDIUM
0 days 00:00:20.500000,HAM,Mercedes,47.4,136,2023,Monaco,78,3337,5.0,1.0,-15.785555555555561,-2.080833333333544,795.916388888889,23.85125528585223,00:00,25.8,0,MEDIUM
0 days 00:00:21,HAM,Mercedes,47.4,136,2023,Monaco,78,3337,5.0,1.0,-15.118888888888819,-3.3030555555558294,812.6052777777779,24.351371824326577,00:00,25.8,0,MEDIUM
0 days 00:00:21.500000,HAM,Mercedes,47.4,137,2023,Monaco,78,3337,5.0,1.0,-14.329999999999814,-4.703055555555807,829.3497222222223,24.853153198148707,00:00,25.8,0,MEDIUM
0 days 00:00:22,HAM,Mercedes,47.4,135,2023,Monaco,78,3337,5.0,1.0,-14.241111111110968,-6.591944444444721,850.6830555555557,25.492449971697805,00:00,25.8,0,MEDIUM
0 days 00:00:22.500000,HAM,Mercedes,47.4,133,2023,Monaco,78,3337,5.0,1.0,-14.029999999999973,-7.114166666666961,873.0275,26.162046748576568,00:00,25.8,0,MEDIUM
0 days 00:00:23,HAM,Mercedes,47.4,132,2023,Monaco,78,3337,5.0,1.0,-13.363333333333344,-7.047500000000241,881.8275000000001,26.425756667665574,00:00,25.8,0,MEDIUM
0 days 00:00:23.500000,HAM,Mercedes,47.4,113,2023,Monaco,78,3337,5.0,1.0,-12.475833333333298,-4.384444444444739,907.6830555555557,27.200571038524295,00:00,25.8,0,MEDIUM
0 days 00:00:24,HAM,Mercedes,47.4,110,2023,Monaco,78,3337,5.0,1.0,-12.475833333333298,-3.828888888889196,913.7941666666668,27.383702926780547,00:00,25.8,0,MEDIUM
0 days 00:00:24.500000,HAM,Mercedes,47.4,112,2023,Monaco,78,3337,5.0,1.0,-13.375833333333276,-3.6288888888891506,935.8941666666668,28.04597442812906,00:00,25.8,0,MEDIUM
0 days 00:00:25,HAM,Mercedes,47.4,117,2023,Monaco,78,3337,5.0,1.0,-14.278333333333194,-4.2305555555558385,947.6266666666668,28.397562681050847,00:00,25.8,0,MEDIUM
0 days 00:00:25.500000,HAM,Mercedes,47.4,129,2023,Monaco,78,3337,5.0,1.0,-17.211666666666588,-5.56388888888921,967.1600000000002,28.98291878933174,00:00,25.8,0,MEDIUM
0 days 00:00:26,HAM,Mercedes,47.4,151,2023,Monaco,78,3337,5.0,1.0,-20.78944444444437,-8.286111111111381,989.7155555555557,29.65884194053209,00:00,25.8,0,MEDIUM
0 days 00:00:26.500000,HAM,Mercedes,47.4,170,2023,Monaco,78,3337,5.0,1.0,-23.733888888888828,-11.397222222222467,1013.7266666666668,30.378383777844377,00:00,25.8,0,MEDIUM
0 days 00:00:27,HAM,Mercedes,47.4,187,2023,Monaco,78,3337,5.0,1.0,-23.74499999999989,-13.897222222222354,1038.16,31.110578363799824,00:00,25.8,0,MEDIUM
0 days 00:00:27.500000,HAM,Mercedes,47.4,161,2023,Monaco,78,3337,5.0,1.0,-21.644999999999982,-11.019444444444616,1064.4488888888889,31.898378450371258,00:00,25.8,0,MEDIUM
0 days 00:00:28,HAM,Mercedes,47.4,152,2023,Monaco,78,3337,5.0,1.0,-20.089444444444325,-7.508333333333439,1078.1377777777777,32.30859388006526,00:00,25.8,0,MEDIUM
0 days 00:00:28.500000,HAM,Mercedes,47.4,119,2023,Monaco,78,3337,5.0,1.0,-16.556111111110795,-2.597222222222399,1103.1822222222224,33.05910165484634,00:00,25.8,0,MEDIUM
0 days 00:00:29,HAM,Mercedes,47.4,106,2023,Monaco,78,3337,5.0,1.0,-14.444999999999709,-0.8194444444447981,1114.9600000000003,33.41204674857657,00:00,25.8,0,MEDIUM
0 days 00:00:29.500000,HAM,Mercedes,47.4,90,2023,Monaco,78,3337,5.0,1.0,-13.067222222221744,0.7805555555551109,1124.3155555555559,33.692405021143415,00:00,25.8,0,MEDIUM
0 days 00:00:30,HAM,Mercedes,47.4,76,2023,Monaco,78,3337,5.0,1.0,-11.170833333332894,2.6769444444441888,1137.5594444444448,34.08928511970167,00:00,25.8,0,MEDIUM
0 days 00:00:30.500000,HAM,Mercedes,47.4,70,2023,Monaco,78,3337,5.0,1.0,-9.681944444444298,2.9102777777775373,1149.5372222222225,34.44822362068392,00:00,25.8,0,MEDIUM
0 days 00:00:31,HAM,Mercedes,47.4,68,2023,Monaco,78,3337,5.0,1.0,-9.504166666666379,2.8213888888885776,1155.581666666667,34.62935770652283,00:00,25.8,0,MEDIUM
0 days 00:00:31.500000,HAM,Mercedes,47.4,65,2023,Monaco,78,3337,5.0,1.0,-10.459722222221899,2.8213888888885776,1163.603888888889,34.86975993074285,00:00,25.8,0,MEDIUM
0 days 00:00:32,HAM,Mercedes,47.4,76,2023,Monaco,78,3337,5.0,1.0,-13.530555555555338,1.6872222222218625,1176.4336111111113,35.25422868178338,00:00,25.8,0,MEDIUM
0 days 00:00:32.500000,HAM,Mercedes,47.4,91,2023,Monaco,78,3337,5.0,1.0,-16.1527777777776,-0.001666666667233585,1186.9780555555558,35.5702144307928,00:00,25.8,0,MEDIUM
0 days 00:00:33,HAM,Mercedes,47.4,113,2023,Monaco,78,3337,5.0,1.0,-18.619444444444298,-2.801666666667188,1201.1113888888892,35.993748543269085,00:00,25.8,0,MEDIUM
0 days 00:00:33.500000,HAM,Mercedes,47.4,120,2023,Monaco,78,3337,5.0,1.0,-16.25277777777751,-5.046111111111713,1219.9447222222225,36.55812772616789,00:00,25.8,0,MEDIUM
0 days 00:00:34,HAM,Mercedes,47.4,90,2023,Monaco,78,3337,5.0,1.0,-13.230555555555384,-1.8905555555561477,1237.3669444444447,37.08022009123299,00:00,25.8,0,MEDIUM
0 days 00:00:34.500000,HAM,Mercedes,47.4,77,2023,Monaco,78,3337,5.0,1.0,-11.319444444444116,0.26499999999919055,1246.189166666667,37.3445959444611,00:00,25.8,0,MEDIUM
0 days 00:00:35,HAM,Mercedes,47.4,65,2023,Monaco,78,3337,5.0,1.0,-9.852777777777419,2.2205555555547107,1254.1336111111116,37.582667399194236,00:00,25.8,0,MEDIUM
0 days 00:00:35.500000,HAM,Mercedes,47.4,57,2023,Monaco,78,3337,5.0,1.0,-8.541666666666288,3.1761111111100035,1263.3336111111116,37.85836413278728,00:00,25.8,0,MEDIUM
0 days 00:00:36,HAM,Mercedes,47.4,51,2023,Monaco,78,3337,5.0,1.0,-7.597222222221717,3.2427777777766096,1271.0113888888895,38.08844437785105,00:00,25.8,0,MEDIUM
0 days 00:00:36.500000,HAM,Mercedes,47.4,49,2023,Monaco,78,3337,5.0,1.0,-6.9972222222215805,3.142777777776473,1275.9113888888896,38.23528285552561,00:00,25.8,0,MEDIUM
0 days 00:00:37,HAM,Mercedes,47.4,43,2023,Monaco,78,3337,5.0,1.0,-6.964166666665733,3.7638888888873225,1283.1880555555565,38.45334298937838,00:00,25.8,0,MEDIUM
0 days 00:00:37.500000,HAM,Mercedes,47.4,46,2023,Monaco,78,3337,5.0,1.0,-7.8530555555548744,3.652777777776464,1288.1658333333341,38.60251223653983,00:00,25.8,0,MEDIUM
0 days 00:00:38,HAM,Mercedes,47.4,53,2023,Monaco,78,3337,5.0,1.0,-10.264166666666142,2.474999999998772,1295.4880555555562,38.82193753537777,00:00,25.8,0,MEDIUM
0 days 00:00:38.500000,HAM,Mercedes,47.4,69,2023,Monaco,78,3337,5.0,1.0,-15.293888888888205,-0.16083333333472183,1307.2475000000009,39.174333233443235,00:00,25.8,0,MEDIUM
0 days 00:00:39,HAM,Mercedes,47.4,82,2023,Monaco,78,3337,5.0,1.0,-16.17166666666617,-2.1941666666677975,1317.4030555555562,39.47866513501816,00:00,25.8,0,MEDIUM
0 days 00:00:39.500000,HAM,Mercedes,47.4,90,2023,Monaco,78,3337,5.0,1.0,-15.016111111110604,-3.6163888888900146,1325.4030555555562,39.718401425099074,00:00,25.8,0,MEDIUM
0 days 00:00:40,HAM,Mercedes,47.4,82,2023,Monaco,78,3337,5.0,1.0,-14.03833333333273,-3.260833333334631,1336.3363888888898,40.046041021543,00:00,25.8,0,MEDIUM
0 days 00:00:40.500000,HAM,Mercedes,47.4,68,2023,Monaco,78,3337,5.0,1.0,-15.03833333333273,-1.6608333333344945,1348.8252777777784,40.42029600772486,00:00,25.8,0,MEDIUM
0 days 00:00:41,HAM,Mercedes,47.4,69,2023,Monaco,78,3337,5.0,1.0,-17.282777777777255,-0.9163888888901965,1358.7363888888897,40.71730263376954,00:00,25.8,0,MEDIUM
0 days 00:00:41.500000,HAM,Mercedes,47.4,73,2023,Monaco,78,3337,5.0,1.0,-21.282777777777255,-1.049722222223636,1368.269722222223,41.0029883794493,00:00,25.8,0,MEDIUM
0 days 00:00:42,HAM,Mercedes,47.4,78,2023,Monaco,78,3337,5.0,1.0,-24.4827777777773,-1.549722222223636,1376.0697222222232,41.236731262278184,00:00,25.8,0,MEDIUM
0 days 00:00:42.500000,HAM,Mercedes,47.4,99,2023,Monaco,78,3337,5.0,1.0,-24.116111111110513,-4.305277777779338,1394.0586111111122,41.77580494789069,00:00,25.8,0,MEDIUM
0 days 00:00:43,HAM,Mercedes,47.4,112,2023,Monaco,78,3337,5.0,1.0,-22.249444444443952,-5.57194444444599,1401.5252777777787,41.99955881863286,00:00,25.8,0,MEDIUM
0 days 00:00:43.500000,HAM,Mercedes,47.4,84,2023,Monaco,78,3337,5.0,1.0,-19.476388888888323,-2.242500000001428,1421.3877777777786,42.594779076349376,00:00,25.8,0,MEDIUM
0 days 00:00:44,HAM,Mercedes,47.4,79,2023,Monaco,78,3337,5.0,1.0,-19.576388888888232,-1.0425000000016098,1429.2877777777787,42.83151866280428,00:00,25.8,0,MEDIUM
0 days 00:00:44.500000,HAM,Mercedes,47.4,73,2023,Monaco,78,3337,5.0,1.0,-20.965277777777146,0.19083333333173869,1438.3433333333344,43.10288682449309,00:00,25.8,0,MEDIUM
0 days 00:00:45,HAM,Mercedes,47.4,77,2023,Monaco,78,3337,5.0,1.0,-25.784444444443807,0.925833333331866,1452.230000000001,43.5190290680252,00:00,25.8,0,MEDIUM
0 days 00:00:45.500000,HAM,Mercedes,47.4,88,2023,Monaco,78,3337,5.0,1.0,-30.72888888888815,-0.3630555555569117,1462.6744444444453,43.83201811340861,00:00,25.8,0,MEDIUM
0 days 00:00:46,HAM,Mercedes,47.4,107,2023,Monaco,78,3337,5.0,1.0,-38.30666666666593,-3.4075000000013915,1478.6966666666676,44.31215662770955,00:00,25.8,0,MEDIUM
0 days 00:00:46.500000,HAM,Mercedes,47.4,127,2023,Monaco,78,3337,5.0,1.0,-42.517777777777155,-6.329722222223609,1490.952222222223,44.67941930543072,00:00,25.8,0,MEDIUM
0 days 00:00:47,HAM,Mercedes,47.4,157,2023,Monaco,78,3337,5.0,1.0,-50.00666666666598,-12.907500000001392,1517.6966666666676,45.48087104185399,00:00,25.8,0,MEDIUM
0 days 00:00:47.500000,HAM,Mercedes,47.4,173,2023,Monaco,78,3337,5.0,1.0,-53.295555555554984,-15.796388888890306,1532.7188888888898,45.93104251989481,00:00,25.8,0,MEDIUM
0 days 00:00:48,HAM,Mercedes,47.4,184,2023,Monaco,78,3337,5.0,1.0,-58.328888888888514,-19.29638888889008,1559.2966666666675,46.727499750274724,00:00,25.8,0,MEDIUM
0 days 00:00:48.500000,HAM,Mercedes,47.4,209,2023,Monaco,78,3337,5.0,1.0,-62.92888888888865,-22.507500000001073,1593.5077777777783,47.75270535744017,00:00,25.8,0,MEDIUM
0 days 00:00:49,HAM,Mercedes,47.4,221,2023,Monaco,78,3337,5.0,1.0,-66.80666666666639,-25.451944444445644,1627.374444444445,48.76758898544936,00:00,25.8,0,MEDIUM
0 days 00:00:49.500000,HAM,Mercedes,47.4,233,2023,Monaco,78,3337,5.0,1.0,-69.47333333333313,-27.629722222223563,1658.130000000001,49.68924183398265,00:00,25.8,0,MEDIUM
0 days 00:00:50,HAM,Mercedes,47.4,239,2023,Monaco,78,3337,5.0,1.0,-71.33527777777749,-28.73805555555714,1681.7969444444452,50.398470016315414,00:00,25.8,0,MEDIUM
0 days 00:00:50.500000,HAM,Mercedes,47.4,251,2023,Monaco,78,3337,5.0,1.0,-74.29083333333301,-30.50472222222379,1728.4525000000008,51.7965987413845,00:00,25.8,0,MEDIUM
0 days 00:00:51,HAM,Mercedes,47.4,254,2023,Monaco,78,3337,5.0,1.0,-75.53527777777754,-31.126944444446053,1750.9413888888896,52.4705240901675,00:00,25.8,0,MEDIUM
0 days 00:00:51.500000,HAM,Mercedes,47.4,260,2023,Monaco,78,3337,5.0,1.0,-78.21722222222206,-32.095277777779074,1796.9355555555564,53.84883295042123,00:00,25.8,0,MEDIUM
0 days 00:00:52,HAM,Mercedes,47.4,266,2023,Monaco,78,3337,5.0,1.0,-79.90611111111116,-32.85083333333455,1832.2688888888895,54.90766823161191,00:00,25.8,0,MEDIUM
0 days 00:00:52.500000,HAM,Mercedes,47.4,269,2023,Monaco,78,3337,5.0,1.0,-80.25055555555537,-33.29527777777912,1859.0800000000006,55.711117770452525,00:00,25.8,0,MEDIUM
0 days 00:00:53,HAM,Mercedes,47.4,276,2023,Monaco,78,3337,5.0,1.0,-75.97277777777776,-33.961944444445635,1904.8577777777784,57.082942097026624,00:00,25.8,0,MEDIUM
0 days 00:00:53.500000,HAM,Mercedes,47.4,279,2023,Monaco,78,3337,5.0,1.0,-68.75055555555537,-34.29527777777912,1935.8577777777784,58.01192022109015,00:00,25.8,0,MEDIUM
0 days 00:00:54,HAM,Mercedes,47.4,264,2023,Monaco,78,3337,5.0,1.0,-56.20611111111066,-32.8397222222236,1974.880000000001,59.18130056937372,00:00,25.8,0,MEDIUM
0 days 00:00:54.500000,HAM,Mercedes,47.4,224,2023,Monaco,78,3337,5.0,1.0,-48.31722222222197,-29.06194444444577,1999.7688888888897,59.927146805180996,00:00,25.8,0,MEDIUM
0 days 00:00:55,HAM,Mercedes,47.4,168,2023,Monaco,78,3337,5.0,1.0,-34.77277777777772,-20.184166666668034,2037.5577777777785,61.05956780874373,00:00,25.8,0,MEDIUM
0 days 00:00:55.500000,HAM,Mercedes,47.4,144,2023,Monaco,78,3337,5.0,1.0,-29.972777777777537,-16.406388888890433,2050.891111111112,61.45912829221193,00:00,25.8,0,MEDIUM
0 days 00:00:56,HAM,Mercedes,47.4,112,2023,Monaco,78,3337,5.0,1.0,-21.506111111110386,-10.095277777779756,2074.3355555555568,62.161688808976834,00:00,25.8,0,MEDIUM
0 days 00:00:56.500000,HAM,Mercedes,47.4,91,2023,Monaco,78,3337,5.0,1.0,-17.35055555555482,-6.539722222224555,2088.0133333333347,62.57157127160128,00:00,25.8,0,MEDIUM
0 days 00:00:57,HAM,Mercedes,47.4,84,2023,Monaco,78,3337,5.0,1.0,-15.666944444443743,-5.210555555557676,2095.456666666668,62.79462591149739,00:00,25.8,0,MEDIUM
0 days 00:00:57.500000,HAM,Mercedes,47.4,76,2023,Monaco,78,3337,5.0,1.0,-13.366944444444016,-3.921666666668443,2106.6566666666677,63.130256717610656,00:00,25.8,0,MEDIUM
0 days 00:00:58,HAM,Mercedes,47.4,68,2023,Monaco,78,3337,5.0,1.0,-12.499166666666042,-3.1650000000017826,2115.90888888889,63.40751839643063,00:00,25.8,0,MEDIUM
0 days 00:00:58.500000,HAM,Mercedes,47.4,63,2023,Monaco,78,3337,5.0,1.0,-14.743611111110567,-2.5761111111123682,2128.053333333334,63.771451403456226,00:00,25.8,0,MEDIUM
0 days 00:00:59,HAM,Mercedes,47.4,67,2023,Monaco,78,3337,5.0,1.0,-19.18805555555491,-3.065000000000964,2136.8088888888897,64.03382945426699,00:00,25.8,0,MEDIUM
0 days 00:00:59.500000,HAM,Mercedes,47.4,78,2023,Monaco,78,3337,5.0,1.0,-24.27694444444387,-4.453888888889651,2145.853333333334,64.30486464888624,00:00,25.8,0,MEDIUM
0 days 00:01:00,HAM,Mercedes,47.4,103,2023,Monaco,78,3337,5.0,1.0,-29.910277777777537,-8.309444444445035,2160.0088888888895,64.72906469550163,00:00,25.8,0,MEDIUM
0 days 00:01:00.500000,HAM,Mercedes,47.4,130,2023,Monaco,78,3337,5.0,1.0,-36.176944444444416,-12.820555555555984,2179.075555555556,65.30043618686113,00:00,25.8,0,MEDIUM
0 days 00:01:01,HAM,Mercedes,47.4,148,2023,Monaco,78,3337,5.0,1.0,-39.12138888888876,-16.23166666666748,2196.664444444445,65.82752305796959,00:00,25.8,0,MEDIUM
0 days 00:01:01.500000,HAM,Mercedes,47.4,158,2023,Monaco,78,3337,5.0,1.0,-42.465833333333194,-18.531666666667206,2212.464444444445,66.30100223087938,00:00,25.8,0,MEDIUM
0 days 00:01:02,HAM,Mercedes,47.4,188,2023,Monaco,78,3337,5.0,1.0,-47.08805555555546,-23.153888888889014,2244.908888888889,67.2732660739853,00:00,25.8,0,MEDIUM
0 days 00:01:02.500000,HAM,Mercedes,47.4,198,2023,Monaco,78,3337,5.0,1.0,-47.62138888888876,-24.753888888888923,2262.508888888889,67.80068591216329,00:00,25.8,0,MEDIUM
0 days 00:01:03,HAM,Mercedes,47.4,212,2023,Monaco,78,3337,5.0,1.0,-43.5658333333331,-26.798333333333176,2292.7422222222226,68.7066893084274,00:00,25.8,0,MEDIUM
0 days 00:01:03.500000,HAM,Mercedes,47.4,180,2023,Monaco,78,3337,5.0,1.0,-35.31027777777763,-23.074444444444907,2326.647777777778,69.72273832118005,00:00,25.8,0,MEDIUM
0 days 00:01:04,HAM,Mercedes,47.4,154,2023,Monaco,78,3337,5.0,1.0,-32.64361111111066,-17.341111111111786,2347.1811111111115,70.33806146572104,00:00,25.8,0,MEDIUM
0 days 00:01:04.500000,HAM,Mercedes,47.4,138,2023,Monaco,78,3337,5.0,1.0,-32.278333333333194,-13.569166666667115,2371.0194444444446,71.05242566510172,00:00,25.8,0,MEDIUM
0 days 00:01:05,HAM,Mercedes,47.4,136,2023,Monaco,78,3337,5.0,1.0,-33.345000000000255,-12.858055555555893,2383.1083333333336,71.41469383677955,00:00,25.8,0,MEDIUM
0 days 00:01:05.500000,HAM,Mercedes,47.4,144,2023,Monaco,78,3337,5.0,1.0,-36.88944444444451,-13.591388888889014,2400.7083333333335,71.94211367495755,00:00,25.8,0,MEDIUM
0 days 00:01:06,HAM,Mercedes,47.4,164,2023,Monaco,78,3337,5.0,1.0,-42.28944444444505,-16.435833333332994,2429.952777777778,72.81848300203112,00:00,25.8,0,MEDIUM
0 days 00:01:06.500000,HAM,Mercedes,47.4,184,2023,Monaco,78,3337,5.0,1.0,-43.55611111111148,-19.935833333332994,2459.552777777778,73.70550727533048,00:00,25.8,0,MEDIUM
0 days 00:01:07,HAM,Mercedes,47.4,192,2023,Monaco,78,3337,5.0,1.0,-42.85611111111166,-21.41361111111064,2474.4861111111113,74.15301501681483,00:00,25.8,0,MEDIUM
0 days 00:01:07.500000,HAM,Mercedes,47.4,190,2023,Monaco,78,3337,5.0,1.0,-41.989444444445326,-22.458055555554893,2512.7527777777777,75.29975360436852,00:00,25.8,0,MEDIUM
0 days 00:01:08,HAM,Mercedes,47.4,191,2023,Monaco,78,3337,5.0,1.0,-43.12277777777854,-21.66916666666566,2535.986111111111,75.99598774681183,00:00,25.8,0,MEDIUM
0 days 00:01:08.500000,HAM,Mercedes,47.4,194,2023,Monaco,78,3337,5.0,1.0,-44.7450000000008,-21.924722222221135,2559.608333333333,76.70387573668962,00:00,25.8,0,MEDIUM
