DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
77,BOT,Hungarian Grand Prix,1.0,ULTRASOFT,14.0,61334
77,BOT,Hungarian Grand Prix,2.0,SOFT,55.0,240955
