Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
33,Abu Dhabi Grand Prix,1.0,HYPERSOFT,20.0,105620
33,Abu Dhabi Grand Prix,2.0,SUPERSOFT,38.0,200678
