DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
4,NOR,Japanese Grand Prix,1.0,SOFT,7.0,40649
4,NOR,Japanese Grand Prix,2.0,MEDIUM,21.0,121947
4,NOR,Japanese Grand Prix,3.0,HARD,28.0,162596
