DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
8,GRO,Italian Grand Prix,1.0,SOFT,7.0,40551
8,GRO,Italian Grand Prix,2.0,MEDIUM,22.0,127446
8,GRO,Italian Grand Prix,3.0,SOFT,23.0,133239
