DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
77,BOT,Australian Grand Prix,1.0,SOFT,26.0,137228
77,BOT,Australian Grand Prix,2.0,MEDIUM,35.0,184730
