Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
26,Bahrain Grand Prix,1.0,SOFT,12.0,64944
26,Bahrain Grand Prix,2.0,MEDIUM,26.0,140712
26,Bahrain Grand Prix,3.0,SOFT,18.0,97416
