DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
9,ERI,Brazilian Grand Prix,1.0,SUPERSOFT,23.0,99107
9,ERI,Brazilian Grand Prix,2.0,MEDIUM,2.0,8618
