DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
18,STR,Azerbaijan Grand Prix,1.0,SOFT,10.0,60030
18,STR,Azerbaijan Grand Prix,2.0,MEDIUM,41.0,246123
