DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
11,PER,Azerbaijan Grand Prix,1.0,SOFT,13.0,78039
11,PER,Azerbaijan Grand Prix,2.0,MEDIUM,41.0,246123
