DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
77,BOT,Japanese Grand Prix,1.0,SOFT,25.0,145175
77,BOT,Japanese Grand Prix,2.0,MEDIUM,30.0,174210
