DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Belgian Grand Prix,2.0,MEDIUM,22.0,154088
55,SAI,Belgian Grand Prix,3.0,SUPERSOFT,21.0,147084
