DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
31,OCO,Bahrain Grand Prix,1.0,SUPERSOFT,17.0,92004
31,OCO,Bahrain Grand Prix,2.0,MEDIUM,20.0,108240
31,OCO,Bahrain Grand Prix,3.0,SOFT,21.0,113652
