DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
9,ERI,Azerbaijan Grand Prix,2.0,SOFT,17.0,102051
9,ERI,Azerbaijan Grand Prix,3.0,ULTRASOFT,18.0,108054
9,ERI,Azerbaijan Grand Prix,5.0,ULTRASOFT,15.0,90045
