DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
55,SAI,Canadian Grand Prix,1.0,HYPERSOFT,16.0,69776
55,SAI,Canadian Grand Prix,2.0,SUPERSOFT,55.0,239855
