Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
8,Monaco Grand Prix,1.0,ULTRASOFT,14.0,46718
8,Monaco Grand Prix,2.0,SUPERSOFT,54.0,180198
8,Monaco Grand Prix,3.0,HYPERSOFT,9.0,30033
