DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
28,HAR,Brazilian Grand Prix,1.0,MEDIUM,49.0,211141
28,HAR,Brazilian Grand Prix,2.0,SUPERSOFT,21.0,90489
