DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
44,HAM,Mexican Grand Prix,1.0,MEDIUM,26.0,111904
44,HAM,Mexican Grand Prix,2.0,HARD,48.0,206592
