DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
5,VET,British Grand Prix,1.0,SOFT,21.0,123711
5,VET,British Grand Prix,2.0,MEDIUM,13.0,76583
5,VET,British Grand Prix,3.0,SOFT,19.0,111929
