DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
35,SIR,Abu Dhabi Grand Prix,1.0,SUPERSOFT,35.0,184835
35,SIR,Abu Dhabi Grand Prix,2.0,ULTRASOFT,19.0,100339
