DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
20,MAG,Brazilian Grand Prix,1.0,SOFT,30.0,129270
20,MAG,Brazilian Grand Prix,2.0,MEDIUM,26.0,112034
20,MAG,Brazilian Grand Prix,3.0,SOFT,21.0,90489
