DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
55,SAI,United States Grand Prix,1.0,SUPERSOFT,24.0,132312
55,SAI,United States Grand Prix,2.0,SOFT,32.0,176416
