DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
63,RUS,Hungarian Grand Prix,1.0,MEDIUM,16.0,70096
63,RUS,Hungarian Grand Prix,2.0,HARD,52.0,227812
