DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
3,RIC,Abu Dhabi Grand Prix,1.0,ULTRASOFT,37.0,195397
3,RIC,Abu Dhabi Grand Prix,2.0,SUPERSOFT,22.0,116182
