DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Singapore Grand Prix,1.0,ULTRASOFT,36.0,177840
55,SAI,Singapore Grand Prix,2.0,SOFT,23.0,113620
