DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
44,HAM,Monaco Grand Prix,1.0,HYPERSOFT,14.0,46718
44,HAM,Monaco Grand Prix,2.0,ULTRASOFT,71.0,236927
