DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
77,BOT,Abu Dhabi Grand Prix,1.0,MEDIUM,32.0,168992
77,BOT,Abu Dhabi Grand Prix,2.0,HARD,26.0,137306
