DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
16,LEC,Italian Grand Prix,1.0,SOFT,33.0,191169
16,LEC,Italian Grand Prix,2.0,SUPERSOFT,18.0,104274
