DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
9,ERI,Austrian Grand Prix,1.0,SOFT,44.0,189992
9,ERI,Austrian Grand Prix,2.0,SUPERSOFT,25.0,107950
