DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
2,VAN,Russian Grand Prix,1.0,ULTRASOFT,10.0,58480
2,VAN,Russian Grand Prix,2.0,SOFT,40.0,233920
