DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
99,GIO,Austrian Grand Prix,1.0,SOFT,27.0,116586
99,GIO,Austrian Grand Prix,2.0,HARD,46.0,198628
