DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
33,VER,Japanese Grand Prix,1.0,SUPERSOFT,23.0,133561
33,VER,Japanese Grand Prix,2.0,SOFT,32.0,185824
