DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
8,GRO,Brazilian Grand Prix,1.0,SUPERSOFT,35.0,150815
8,GRO,Brazilian Grand Prix,2.0,MEDIUM,39.0,168051
