DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
10,GAS,Abu Dhabi Grand Prix,1.0,SUPERSOFT,29.0,153149
10,GAS,Abu Dhabi Grand Prix,2.0,ULTRASOFT,18.0,95058
