DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
18,STR,Azerbaijan Grand Prix,1.0,SUPERSOFT,22.0,132066
18,STR,Azerbaijan Grand Prix,2.0,SOFT,17.0,102051
18,STR,Azerbaijan Grand Prix,3.0,ULTRASOFT,11.0,66033
