DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
63,RUS,Canadian Grand Prix,1.0,MEDIUM,9.0,39249
63,RUS,Canadian Grand Prix,2.0,HARD,59.0,257299
