DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
88,KUB,Abu Dhabi Grand Prix,1.0,HARD,24.0,126744
88,KUB,Abu Dhabi Grand Prix,2.0,MEDIUM,29.0,153149
