DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
20,MAG,Hungarian Grand Prix,1.0,ULTRASOFT,30.0,131430
20,MAG,Hungarian Grand Prix,2.0,SOFT,38.0,166478
