DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
18,STR,German Grand Prix,1.0,WET,7.0,32018
18,STR,German Grand Prix,2.0,INTERMEDIATE,18.0,82332
18,STR,German Grand Prix,3.0,MEDIUM,3.0,13722
18,STR,German Grand Prix,4.0,INTERMEDIATE,13.0,59462
18,STR,German Grand Prix,5.0,INTERMEDIATE,3.0,13722
18,STR,German Grand Prix,6.0,SOFT,20.0,91480
