DriverID,Driver,LapNumber,Stint,TireLife,TireMeters,Compound,IsFreshTire,LapTime
27,HUL,1.0,1.0,4.0,21804,SOFT,False,0 days 00:01:59.160000
27,HUL,2.0,1.0,5.0,27255,SOFT,False,0 days 00:01:46.640000
27,HUL,3.0,1.0,6.0,32706,SOFT,False,0 days 00:01:40.935000
27,HUL,4.0,1.0,7.0,38157,SOFT,False,0 days 00:01:41.168000
27,HUL,5.0,1.0,8.0,43608,SOFT,False,0 days 00:01:40.624000
27,HUL,6.0,1.0,9.0,49059,SOFT,False,0 days 00:01:40.282000
27,HUL,7.0,1.0,10.0,54510,SOFT,False,0 days 00:01:40.472000
27,HUL,8.0,1.0,11.0,59961,SOFT,False,0 days 00:01:40.416000
27,HUL,9.0,1.0,12.0,65412,SOFT,False,0 days 00:01:40.399000
27,HUL,10.0,1.0,13.0,70863,SOFT,False,0 days 00:01:41.287000
27,HUL,11.0,1.0,14.0,76314,SOFT,False,0 days 00:01:45.975000
27,HUL,12.0,2.0,1.0,5451,HARD,True,0 days 00:02:00.696000
27,HUL,13.0,2.0,2.0,10902,HARD,True,0 days 00:01:40.803000
27,HUL,14.0,2.0,3.0,16353,HARD,True,0 days 00:01:39.677000
27,HUL,15.0,2.0,4.0,21804,HARD,True,0 days 00:01:41.855000
27,HUL,16.0,2.0,5.0,27255,HARD,True,0 days 00:01:49.543000
