DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
11,PER,Azerbaijan Grand Prix,1.0,ULTRASOFT,4.0,24012
11,PER,Azerbaijan Grand Prix,2.0,SOFT,38.0,228114
11,PER,Azerbaijan Grand Prix,3.0,SUPERSOFT,11.0,66033
