DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
44,HAM,Hungarian Grand Prix,1.0,ULTRASOFT,23.0,100763
44,HAM,Hungarian Grand Prix,2.0,SOFT,45.0,197145
