Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
5,Spanish Grand Prix,1.0,SOFT,22.0,102454
5,Spanish Grand Prix,2.0,MEDIUM,21.0,97797
5,Spanish Grand Prix,3.0,MEDIUM,26.0,121082
