DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,HUL,Chinese Grand Prix,1.0,SOFT,14.0,76314
27,HUL,Chinese Grand Prix,2.0,HARD,5.0,27255
