DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
3,RIC,Mexican Grand Prix,1.0,ULTRASOFT,15.0,64560
3,RIC,Mexican Grand Prix,2.0,SUPERSOFT,50.0,215200
