DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,HUL,Abu Dhabi Grand Prix,1.0,SOFT,21.0,110901
27,HUL,Abu Dhabi Grand Prix,2.0,MEDIUM,36.0,190116
