DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
11,PER,Belgian Grand Prix,2.0,SUPERSOFT,28.0,196112
11,PER,Belgian Grand Prix,3.0,SOFT,19.0,133076
