DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Japanese Grand Prix,1.0,SOFT,31.0,180017
55,SAI,Japanese Grand Prix,2.0,MEDIUM,20.0,116140
