DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
3,RIC,Brazilian Grand Prix,1.0,SUPERSOFT,42.0,180978
3,RIC,Brazilian Grand Prix,2.0,SOFT,32.0,137888
