DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
20,MAG,Canadian Grand Prix,1.0,HARD,39.0,170079
20,MAG,Canadian Grand Prix,2.0,MEDIUM,29.0,126469
