DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Chinese Grand Prix,1.0,MEDIUM,1.0,5451
55,SAI,Chinese Grand Prix,2.0,HARD,35.0,190785
55,SAI,Chinese Grand Prix,3.0,SOFT,19.0,103569
