DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
20,MAG,Spanish Grand Prix,1.0,SOFT,35.0,162995
20,MAG,Spanish Grand Prix,2.0,MEDIUM,33.0,153681
