DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
18,STR,Abu Dhabi Grand Prix,1.0,SUPERSOFT,40.0,211240
18,STR,Abu Dhabi Grand Prix,2.0,ULTRASOFT,14.0,73934
