DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
14,ALO,British Grand Prix,1.0,SOFT,12.0,70692
14,ALO,British Grand Prix,2.0,MEDIUM,19.0,111929
14,ALO,British Grand Prix,3.0,SOFT,22.0,129602
