DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
7,RAI,Italian Grand Prix,2.0,MEDIUM,26.0,150618
7,RAI,Italian Grand Prix,3.0,SOFT,26.0,150618
