DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
7,RAI,French Grand Prix,1.0,ULTRASOFT,36.0,210312
7,RAI,French Grand Prix,2.0,SUPERSOFT,19.0,110998
