DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
5,VET,Belgian Grand Prix,2.0,SUPERSOFT,24.0,168096
5,VET,Belgian Grand Prix,3.0,SOFT,22.0,154088
