DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
8,GRO,Bahrain Grand Prix,1.0,SOFT,4.0,21648
8,GRO,Bahrain Grand Prix,2.0,MEDIUM,15.0,81180
