DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
7,RAI,Chinese Grand Prix,1.0,SOFT,49.0,267099
7,RAI,Chinese Grand Prix,2.0,MEDIUM,9.0,49059
