DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
9,ERI,Mexican Grand Prix,1.0,HYPERSOFT,19.0,81776
9,ERI,Mexican Grand Prix,2.0,SUPERSOFT,53.0,228112
