DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
4,NOR,Austrian Grand Prix,1.0,SOFT,28.0,120904
4,NOR,Austrian Grand Prix,2.0,MEDIUM,45.0,194310
