DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
33,VER,Canadian Grand Prix,1.0,HARD,48.0,209328
33,VER,Canadian Grand Prix,2.0,MEDIUM,27.0,117747
