DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
55,SAI,Spanish Grand Prix,1.0,SOFT,28.0,130396
55,SAI,Spanish Grand Prix,2.0,MEDIUM,40.0,186280
