DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
63,RUS,Monaco Grand Prix,1.0,MEDIUM,10.0,33370
63,RUS,Monaco Grand Prix,2.0,HARD,67.0,223579
